轮次,合同设计,发布者效用
2464,"[48, 48, 47, 39, 38, 38.182, 38.182, 37.554, 32.098, 31.35]",425.585
2465,"[49, 48, 47, 39, 38, 38.768, 38.182, 37.554, 32.098, 31.35]",425.567
2466,"[49, 49, 47, 39, 38, 38.81, 38.81, 37.554, 32.098, 31.35]",425.531
2467,"[48, 48, 48, 39, 38, 38.236, 38.236, 38.236, 32.098, 31.35]",425.535
2468,"[49, 48, 48, 39, 38, 38.822, 38.236, 38.236, 32.098, 31.35]",425.516
2469,"[49, 49, 48, 39, 38, 38.864, 38.864, 38.236, 32.098, 31.35]",425.481
2470,"[49, 49, 49, 39, 38, 38.918, 38.918, 38.918, 32.098, 31.35]",425.422
2471,"[40, 40, 40, 40, 38, 32.846, 32.846, 32.846, 32.846, 31.35]",425.281
2472,"[41, 40, 40, 40, 38, 33.432, 32.846, 32.846, 32.846, 31.35]",425.36
2473,"[42, 40, 40, 40, 38, 34.018, 32.846, 32.846, 32.846, 31.35]",425.422
2474,"[43, 40, 40, 40, 38, 34.604, 32.846, 32.846, 32.846, 31.35]",425.47
2475,"[44, 40, 40, 40, 38, 35.19, 32.846, 32.846, 32.846, 31.35]",425.505
2476,"[45, 40, 40, 40, 38, 35.776, 32.846, 32.846, 32.846, 31.35]",425.526
2477,"[46, 40, 40, 40, 38, 36.362, 32.846, 32.846, 32.846, 31.35]",425.537
2478,"[47, 40, 40, 40, 38, 36.948, 32.846, 32.846, 32.846, 31.35]",425.537
2479,"[48, 40, 40, 40, 38, 37.534, 32.846, 32.846, 32.846, 31.35]",425.527
2480,"[49, 40, 40, 40, 38, 38.12, 32.846, 32.846, 32.846, 31.35]",425.509
2481,"[41, 41, 40, 40, 38, 33.474, 33.474, 32.846, 32.846, 31.35]",425.422
2482,"[42, 41, 40, 40, 38, 34.06, 33.474, 32.846, 32.846, 31.35]",425.485
2483,"[43, 41, 40, 40, 38, 34.646, 33.474, 32.846, 32.846, 31.35]",425.532
2484,"[44, 41, 40, 40, 38, 35.232, 33.474, 32.846, 32.846, 31.35]",425.567
2485,"[45, 41, 40, 40, 38, 35.818, 33.474, 32.846, 32.846, 31.35]",425.589
2486,"[46, 41, 40, 40, 38, 36.404, 33.474, 32.846, 32.846, 31.35]",425.599
2487,"[47, 41, 40, 40, 38, 36.99, 33.474, 32.846, 32.846, 31.35]",425.599
2488,"[48, 41, 40, 40, 38, 37.576, 33.474, 32.846, 32.846, 31.35]",425.589
2489,"[49, 41, 40, 40, 38, 38.162, 33.474, 32.846, 32.846, 31.35]",425.571
2490,"[42, 42, 40, 40, 38, 34.102, 34.102, 32.846, 32.846, 31.35]",425.531
2491,"[43, 42, 40, 40, 38, 34.688, 34.102, 32.846, 32.846, 31.35]",425.578
2492,"[44, 42, 40, 40, 38, 35.274, 34.102, 32.846, 32.846, 31.35]",425.613
2493,"[45, 42, 40, 40, 38, 35.86, 34.102, 32.846, 32.846, 31.35]",425.635
2494,"[46, 42, 40, 40, 38, 36.446, 34.102, 32.846, 32.846, 31.35]",425.645
2495,"[47, 42, 40, 40, 38, 37.032, 34.102, 32.846, 32.846, 31.35]",425.645
2496,"[48, 42, 40, 40, 38, 37.618, 34.102, 32.846, 32.846, 31.35]",425.635
2497,"[49, 42, 40, 40, 38, 38.204, 34.102, 32.846, 32.846, 31.35]",425.617
2498,"[43, 43, 40, 40, 38, 34.73, 34.73, 32.846, 32.846, 31.35]",425.61
2499,"[44, 43, 40, 40, 38, 35.316, 34.73, 32.846, 32.846, 31.35]",425.644
2500,"[45, 43, 40, 40, 38, 35.902, 34.73, 32.846, 32.846, 31.35]",425.666
2501,"[46, 43, 40, 40, 38, 36.488, 34.73, 32.846, 32.846, 31.35]",425.676
2502,"[47, 43, 40, 40, 38, 37.074, 34.73, 32.846, 32.846, 31.35]",425.676
2503,"[48, 43, 40, 40, 38, 37.66, 34.73, 32.846, 32.846, 31.35]",425.666
2504,"[49, 43, 40, 40, 38, 38.246, 34.73, 32.846, 32.846, 31.35]",425.648
2505,"[44, 44, 40, 40, 38, 35.358, 35.358, 32.846, 32.846, 31.35]",425.661
2506,"[45, 44, 40, 40, 38, 35.944, 35.358, 32.846, 32.846, 31.35]",425.683
2507,"[46, 44, 40, 40, 38, 36.53, 35.358, 32.846, 32.846, 31.35]",425.694
2508,"[47, 44, 40, 40, 38, 37.116, 35.358, 32.846, 32.846, 31.35]",425.694
2509,"[48, 44, 40, 40, 38, 37.702, 35.358, 32.846, 32.846, 31.35]",425.684
2510,"[49, 44, 40, 40, 38, 38.288, 35.358, 32.846, 32.846, 31.35]",425.665
2511,"[45, 45, 40, 40, 38, 35.986, 35.986, 32.846, 32.846, 31.35]",425.688
2512,"[46, 45, 40, 40, 38, 36.572, 35.986, 32.846, 32.846, 31.35]",425.699
2513,"[47, 45, 40, 40, 38, 37.158, 35.986, 32.846, 32.846, 31.35]",425.699
2514,"[48, 45, 40, 40, 38, 37.744, 35.986, 32.846, 32.846, 31.35]",425.689
2515,"[49, 45, 40, 40, 38, 38.33, 35.986, 32.846, 32.846, 31.35]",425.67
2516,"[46, 46, 40, 40, 38, 36.614, 36.614, 32.846, 32.846, 31.35]",425.692
2517,"[47, 46, 40, 40, 38, 37.2, 36.614, 32.846, 32.846, 31.35]",425.692
2518,"[48, 46, 40, 40, 38, 37.786, 36.614, 32.846, 32.846, 31.35]",425.683
2519,"[49, 46, 40, 40, 38, 38.372, 36.614, 32.846, 32.846, 31.35]",425.664
2520,"[47, 47, 40, 40, 38, 37.242, 37.242, 32.846, 32.846, 31.35]",425.675
2521,"[48, 47, 40, 40, 38, 37.828, 37.242, 32.846, 32.846, 31.35]",425.666
2522,"[49, 47, 40, 40, 38, 38.414, 37.242, 32.846, 32.846, 31.35]",425.647
2523,"[48, 48, 40, 40, 38, 37.87, 37.87, 32.846, 32.846, 31.35]",425.639
2524,"[49, 48, 40, 40, 38, 38.456, 37.87, 32.846, 32.846, 31.35]",425.621
2525,"[49, 49, 40, 40, 38, 38.498, 38.498, 32.846, 32.846, 31.35]",425.585
2526,"[41, 41, 41, 40, 38, 33.528, 33.528, 33.528, 32.846, 31.35]",425.46
2527,"[42, 41, 41, 40, 38, 34.114, 33.528, 33.528, 32.846, 31.35]",425.523
2528,"[43, 41, 41, 40, 38, 34.7, 33.528, 33.528, 32.846, 31.35]",425.571
2529,"[44, 41, 41, 40, 38, 35.286, 33.528, 33.528, 32.846, 31.35]",425.605
2530,"[45, 41, 41, 40, 38, 35.872, 33.528, 33.528, 32.846, 31.35]",425.627
2531,"[46, 41, 41, 40, 38, 36.458, 33.528, 33.528, 32.846, 31.35]",425.637
2532,"[47, 41, 41, 40, 38, 37.044, 33.528, 33.528, 32.846, 31.35]",425.637
2533,"[48, 41, 41, 40, 38, 37.63, 33.528, 33.528, 32.846, 31.35]",425.627
2534,"[49, 41, 41, 40, 38, 38.216, 33.528, 33.528, 32.846, 31.35]",425.609
2535,"[42, 42, 41, 40, 38, 34.156, 34.156, 33.528, 32.846, 31.35]",425.569
2536,"[43, 42, 41, 40, 38, 34.742, 34.156, 33.528, 32.846, 31.35]",425.617
2537,"[44, 42, 41, 40, 38, 35.328, 34.156, 33.528, 32.846, 31.35]",425.651
2538,"[45, 42, 41, 40, 38, 35.914, 34.156, 33.528, 32.846, 31.35]",425.673
2539,"[46, 42, 41, 40, 38, 36.5, 34.156, 33.528, 32.846, 31.35]",425.683
2540,"[47, 42, 41, 40, 38, 37.086, 34.156, 33.528, 32.846, 31.35]",425.683
2541,"[48, 42, 41, 40, 38, 37.672, 34.156, 33.528, 32.846, 31.35]",425.673
2542,"[49, 42, 41, 40, 38, 38.258, 34.156, 33.528, 32.846, 31.35]",425.655
2543,"[43, 43, 41, 40, 38, 34.784, 34.784, 33.528, 32.846, 31.35]",425.648
2544,"[44, 43, 41, 40, 38, 35.37, 34.784, 33.528, 32.846, 31.35]",425.682
2545,"[45, 43, 41, 40, 38, 35.956, 34.784, 33.528, 32.846, 31.35]",425.704
2546,"[46, 43, 41, 40, 38, 36.542, 34.784, 33.528, 32.846, 31.35]",425.714
2547,"[47, 43, 41, 40, 38, 37.128, 34.784, 33.528, 32.846, 31.35]",425.714
2548,"[48, 43, 41, 40, 38, 37.714, 34.784, 33.528, 32.846, 31.35]",425.705
2549,"[49, 43, 41, 40, 38, 38.3, 34.784, 33.528, 32.846, 31.35]",425.686
2550,"[44, 44, 41, 40, 38, 35.412, 35.412, 33.528, 32.846, 31.35]",425.7
2551,"[45, 44, 41, 40, 38, 35.998, 35.412, 33.528, 32.846, 31.35]",425.721
2552,"[46, 44, 41, 40, 38, 36.584, 35.412, 33.528, 32.846, 31.35]",425.732
2553,"[47, 44, 41, 40, 38, 37.17, 35.412, 33.528, 32.846, 31.35]",425.732
2554,"[48, 44, 41, 40, 38, 37.756, 35.412, 33.528, 32.846, 31.35]",425.722
2555,"[49, 44, 41, 40, 38, 38.342, 35.412, 33.528, 32.846, 31.35]",425.704
2556,"[45, 45, 41, 40, 38, 36.04, 36.04, 33.528, 32.846, 31.35]",425.727
2557,"[46, 45, 41, 40, 38, 36.626, 36.04, 33.528, 32.846, 31.35]",425.737
2558,"[47, 45, 41, 40, 38, 37.212, 36.04, 33.528, 32.846, 31.35]",425.737
2559,"[48, 45, 41, 40, 38, 37.798, 36.04, 33.528, 32.846, 31.35]",425.727
2560,"[49, 45, 41, 40, 38, 38.384, 36.04, 33.528, 32.846, 31.35]",425.709
2561,"[46, 46, 41, 40, 38, 36.668, 36.668, 33.528, 32.846, 31.35]",425.731
2562,"[47, 46, 41, 40, 38, 37.254, 36.668, 33.528, 32.846, 31.35]",425.73
2563,"[48, 46, 41, 40, 38, 37.84, 36.668, 33.528, 32.846, 31.35]",425.721
2564,"[49, 46, 41, 40, 38, 38.426, 36.668, 33.528, 32.846, 31.35]",425.702
2565,"[47, 47, 41, 40, 38, 37.296, 37.296, 33.528, 32.846, 31.35]",425.714
2566,"[48, 47, 41, 40, 38, 37.882, 37.296, 33.528, 32.846, 31.35]",425.704
2567,"[49, 47, 41, 40, 38, 38.468, 37.296, 33.528, 32.846, 31.35]",425.685
2568,"[48, 48, 41, 40, 38, 37.924, 37.924, 33.528, 32.846, 31.35]",425.677
2569,"[49, 48, 41, 40, 38, 38.51, 37.924, 33.528, 32.846, 31.35]",425.659
2570,"[49, 49, 41, 40, 38, 38.552, 38.552, 33.528, 32.846, 31.35]",425.624
2571,"[42, 42, 42, 40, 38, 34.21, 34.21, 34.21, 32.846, 31.35]",425.591
2572,"[43, 42, 42, 40, 38, 34.796, 34.21, 34.21, 32.846, 31.35]",425.639
2573,"[44, 42, 42, 40, 38, 35.382, 34.21, 34.21, 32.846, 31.35]",425.673
2574,"[45, 42, 42, 40, 38, 35.968, 34.21, 34.21, 32.846, 31.35]",425.695
2575,"[46, 42, 42, 40, 38, 36.554, 34.21, 34.21, 32.846, 31.35]",425.705
2576,"[47, 42, 42, 40, 38, 37.14, 34.21, 34.21, 32.846, 31.35]",425.705
2577,"[48, 42, 42, 40, 38, 37.726, 34.21, 34.21, 32.846, 31.35]",425.695
2578,"[49, 42, 42, 40, 38, 38.312, 34.21, 34.21, 32.846, 31.35]",425.677
2579,"[43, 43, 42, 40, 38, 34.838, 34.838, 34.21, 32.846, 31.35]",425.67
2580,"[44, 43, 42, 40, 38, 35.424, 34.838, 34.21, 32.846, 31.35]",425.704
2581,"[45, 43, 42, 40, 38, 36.01, 34.838, 34.21, 32.846, 31.35]",425.726
2582,"[46, 43, 42, 40, 38, 36.596, 34.838, 34.21, 32.846, 31.35]",425.736
2583,"[47, 43, 42, 40, 38, 37.182, 34.838, 34.21, 32.846, 31.35]",425.736
2584,"[48, 43, 42, 40, 38, 37.768, 34.838, 34.21, 32.846, 31.35]",425.727
2585,"[49, 43, 42, 40, 38, 38.354, 34.838, 34.21, 32.846, 31.35]",425.708
2586,"[44, 44, 42, 40, 38, 35.466, 35.466, 34.21, 32.846, 31.35]",425.722
2587,"[45, 44, 42, 40, 38, 36.052, 35.466, 34.21, 32.846, 31.35]",425.743
2588,"[46, 44, 42, 40, 38, 36.638, 35.466, 34.21, 32.846, 31.35]",425.754
2589,"[47, 44, 42, 40, 38, 37.224, 35.466, 34.21, 32.846, 31.35]",425.754
2590,"[48, 44, 42, 40, 38, 37.81, 35.466, 34.21, 32.846, 31.35]",425.744
2591,"[49, 44, 42, 40, 38, 38.396, 35.466, 34.21, 32.846, 31.35]",425.726
2592,"[45, 45, 42, 40, 38, 36.094, 36.094, 34.21, 32.846, 31.35]",425.749
2593,"[46, 45, 42, 40, 38, 36.68, 36.094, 34.21, 32.846, 31.35]",425.759
2594,"[47, 45, 42, 40, 38, 37.266, 36.094, 34.21, 32.846, 31.35]",425.759
2595,"[48, 45, 42, 40, 38, 37.852, 36.094, 34.21, 32.846, 31.35]",425.749
2596,"[49, 45, 42, 40, 38, 38.438, 36.094, 34.21, 32.846, 31.35]",425.731
2597,"[46, 46, 42, 40, 38, 36.722, 36.722, 34.21, 32.846, 31.35]",425.753
2598,"[47, 46, 42, 40, 38, 37.308, 36.722, 34.21, 32.846, 31.35]",425.752
2599,"[48, 46, 42, 40, 38, 37.894, 36.722, 34.21, 32.846, 31.35]",425.743
2600,"[49, 46, 42, 40, 38, 38.48, 36.722, 34.21, 32.846, 31.35]",425.724
2601,"[47, 47, 42, 40, 38, 37.35, 37.35, 34.21, 32.846, 31.35]",425.736
2602,"[48, 47, 42, 40, 38, 37.936, 37.35, 34.21, 32.846, 31.35]",425.726
2603,"[49, 47, 42, 40, 38, 38.522, 37.35, 34.21, 32.846, 31.35]",425.707
2604,"[48, 48, 42, 40, 38, 37.978, 37.978, 34.21, 32.846, 31.35]",425.699
2605,"[49, 48, 42, 40, 38, 38.564, 37.978, 34.21, 32.846, 31.35]",425.681
2606,"[49, 49, 42, 40, 38, 38.606, 38.606, 34.21, 32.846, 31.35]",425.646
2607,"[43, 43, 43, 40, 38, 34.892, 34.892, 34.892, 32.846, 31.35]",425.677
2608,"[44, 43, 43, 40, 38, 35.478, 34.892, 34.892, 32.846, 31.35]",425.711
2609,"[45, 43, 43, 40, 38, 36.064, 34.892, 34.892, 32.846, 31.35]",425.733
2610,"[46, 43, 43, 40, 38, 36.65, 34.892, 34.892, 32.846, 31.35]",425.743
2611,"[47, 43, 43, 40, 38, 37.236, 34.892, 34.892, 32.846, 31.35]",425.743
2612,"[48, 43, 43, 40, 38, 37.822, 34.892, 34.892, 32.846, 31.35]",425.734
2613,"[49, 43, 43, 40, 38, 38.408, 34.892, 34.892, 32.846, 31.35]",425.715
2614,"[44, 44, 43, 40, 38, 35.52, 35.52, 34.892, 32.846, 31.35]",425.729
2615,"[45, 44, 43, 40, 38, 36.106, 35.52, 34.892, 32.846, 31.35]",425.751
2616,"[46, 44, 43, 40, 38, 36.692, 35.52, 34.892, 32.846, 31.35]",425.761
2617,"[47, 44, 43, 40, 38, 37.278, 35.52, 34.892, 32.846, 31.35]",425.761
2618,"[48, 44, 43, 40, 38, 37.864, 35.52, 34.892, 32.846, 31.35]",425.751
2619,"[49, 44, 43, 40, 38, 38.45, 35.52, 34.892, 32.846, 31.35]",425.733
2620,"[45, 45, 43, 40, 38, 36.148, 36.148, 34.892, 32.846, 31.35]",425.756
2621,"[46, 45, 43, 40, 38, 36.734, 36.148, 34.892, 32.846, 31.35]",425.766
2622,"[47, 45, 43, 40, 38, 37.32, 36.148, 34.892, 32.846, 31.35]",425.766
2623,"[48, 45, 43, 40, 38, 37.906, 36.148, 34.892, 32.846, 31.35]",425.756
2624,"[49, 45, 43, 40, 38, 38.492, 36.148, 34.892, 32.846, 31.35]",425.738
2625,"[46, 46, 43, 40, 38, 36.776, 36.776, 34.892, 32.846, 31.35]",425.76
2626,"[47, 46, 43, 40, 38, 37.362, 36.776, 34.892, 32.846, 31.35]",425.76
2627,"[48, 46, 43, 40, 38, 37.948, 36.776, 34.892, 32.846, 31.35]",425.75
2628,"[49, 46, 43, 40, 38, 38.534, 36.776, 34.892, 32.846, 31.35]",425.731
2629,"[47, 47, 43, 40, 38, 37.404, 37.404, 34.892, 32.846, 31.35]",425.743
2630,"[48, 47, 43, 40, 38, 37.99, 37.404, 34.892, 32.846, 31.35]",425.733
2631,"[49, 47, 43, 40, 38, 38.576, 37.404, 34.892, 32.846, 31.35]",425.715
2632,"[48, 48, 43, 40, 38, 38.032, 38.032, 34.892, 32.846, 31.35]",425.707
2633,"[49, 48, 43, 40, 38, 38.618, 38.032, 34.892, 32.846, 31.35]",425.688
2634,"[49, 49, 43, 40, 38, 38.66, 38.66, 34.892, 32.846, 31.35]",425.653
2635,"[44, 44, 44, 40, 38, 35.574, 35.574, 35.574, 32.846, 31.35]",425.722
2636,"[45, 44, 44, 40, 38, 36.16, 35.574, 35.574, 32.846, 31.35]",425.744
2637,"[46, 44, 44, 40, 38, 36.746, 35.574, 35.574, 32.846, 31.35]",425.755
2638,"[47, 44, 44, 40, 38, 37.332, 35.574, 35.574, 32.846, 31.35]",425.754
2639,"[48, 44, 44, 40, 38, 37.918, 35.574, 35.574, 32.846, 31.35]",425.745
2640,"[49, 44, 44, 40, 38, 38.504, 35.574, 35.574, 32.846, 31.35]",425.726
2641,"[45, 45, 44, 40, 38, 36.202, 36.202, 35.574, 32.846, 31.35]",425.749
2642,"[46, 45, 44, 40, 38, 36.788, 36.202, 35.574, 32.846, 31.35]",425.76
2643,"[47, 45, 44, 40, 38, 37.374, 36.202, 35.574, 32.846, 31.35]",425.76
2644,"[48, 45, 44, 40, 38, 37.96, 36.202, 35.574, 32.846, 31.35]",425.75
2645,"[49, 45, 44, 40, 38, 38.546, 36.202, 35.574, 32.846, 31.35]",425.731
2646,"[46, 46, 44, 40, 38, 36.83, 36.83, 35.574, 32.846, 31.35]",425.753
2647,"[47, 46, 44, 40, 38, 37.416, 36.83, 35.574, 32.846, 31.35]",425.753
2648,"[48, 46, 44, 40, 38, 38.002, 36.83, 35.574, 32.846, 31.35]",425.743
2649,"[49, 46, 44, 40, 38, 38.588, 36.83, 35.574, 32.846, 31.35]",425.725
2650,"[47, 47, 44, 40, 38, 37.458, 37.458, 35.574, 32.846, 31.35]",425.736
2651,"[48, 47, 44, 40, 38, 38.044, 37.458, 35.574, 32.846, 31.35]",425.727
2652,"[49, 47, 44, 40, 38, 38.63, 37.458, 35.574, 32.846, 31.35]",425.708
2653,"[48, 48, 44, 40, 38, 38.086, 38.086, 35.574, 32.846, 31.35]",425.7
2654,"[49, 48, 44, 40, 38, 38.672, 38.086, 35.574, 32.846, 31.35]",425.682
2655,"[49, 49, 44, 40, 38, 38.714, 38.714, 35.574, 32.846, 31.35]",425.646
2656,"[45, 45, 45, 40, 38, 36.256, 36.256, 36.256, 32.846, 31.35]",425.73
2657,"[46, 45, 45, 40, 38, 36.842, 36.256, 36.256, 32.846, 31.35]",425.741
2658,"[47, 45, 45, 40, 38, 37.428, 36.256, 36.256, 32.846, 31.35]",425.741
2659,"[48, 45, 45, 40, 38, 38.014, 36.256, 36.256, 32.846, 31.35]",425.731
2660,"[49, 45, 45, 40, 38, 38.6, 36.256, 36.256, 32.846, 31.35]",425.712
2661,"[46, 46, 45, 40, 38, 36.884, 36.884, 36.256, 32.846, 31.35]",425.734
2662,"[47, 46, 45, 40, 38, 37.47, 36.884, 36.256, 32.846, 31.35]",425.734
2663,"[48, 46, 45, 40, 38, 38.056, 36.884, 36.256, 32.846, 31.35]",425.725
2664,"[49, 46, 45, 40, 38, 38.642, 36.884, 36.256, 32.846, 31.35]",425.706
2665,"[47, 47, 45, 40, 38, 37.512, 37.512, 36.256, 32.846, 31.35]",425.717
2666,"[48, 47, 45, 40, 38, 38.098, 37.512, 36.256, 32.846, 31.35]",425.708
2667,"[49, 47, 45, 40, 38, 38.684, 37.512, 36.256, 32.846, 31.35]",425.689
2668,"[48, 48, 45, 40, 38, 38.14, 38.14, 36.256, 32.846, 31.35]",425.681
2669,"[49, 48, 45, 40, 38, 38.726, 38.14, 36.256, 32.846, 31.35]",425.663
2670,"[49, 49, 45, 40, 38, 38.768, 38.768, 36.256, 32.846, 31.35]",425.627
2671,"[46, 46, 46, 40, 38, 36.938, 36.938, 36.938, 32.846, 31.35]",425.704
2672,"[47, 46, 46, 40, 38, 37.524, 36.938, 36.938, 32.846, 31.35]",425.704
2673,"[48, 46, 46, 40, 38, 38.11, 36.938, 36.938, 32.846, 31.35]",425.694
2674,"[49, 46, 46, 40, 38, 38.696, 36.938, 36.938, 32.846, 31.35]",425.676
2675,"[47, 47, 46, 40, 38, 37.566, 37.566, 36.938, 32.846, 31.35]",425.687
2676,"[48, 47, 46, 40, 38, 38.152, 37.566, 36.938, 32.846, 31.35]",425.677
2677,"[49, 47, 46, 40, 38, 38.738, 37.566, 36.938, 32.846, 31.35]",425.659
2678,"[48, 48, 46, 40, 38, 38.194, 38.194, 36.938, 32.846, 31.35]",425.651
2679,"[49, 48, 46, 40, 38, 38.78, 38.194, 36.938, 32.846, 31.35]",425.632
2680,"[49, 49, 46, 40, 38, 38.822, 38.822, 36.938, 32.846, 31.35]",425.597
2681,"[47, 47, 47, 40, 38, 37.62, 37.62, 37.62, 32.846, 31.35]",425.646
2682,"[48, 47, 47, 40, 38, 38.206, 37.62, 37.62, 32.846, 31.35]",425.636
2683,"[49, 47, 47, 40, 38, 38.792, 37.62, 37.62, 32.846, 31.35]",425.618
2684,"[48, 48, 47, 40, 38, 38.248, 38.248, 37.62, 32.846, 31.35]",425.61
2685,"[49, 48, 47, 40, 38, 38.834, 38.248, 37.62, 32.846, 31.35]",425.591
2686,"[49, 49, 47, 40, 38, 38.876, 38.876, 37.62, 32.846, 31.35]",425.556
2687,"[48, 48, 48, 40, 38, 38.302, 38.302, 38.302, 32.846, 31.35]",425.559
2688,"[49, 48, 48, 40, 38, 38.888, 38.302, 38.302, 32.846, 31.35]",425.541
2689,"[49, 49, 48, 40, 38, 38.93, 38.93, 38.302, 32.846, 31.35]",425.506
2690,"[49, 49, 49, 40, 38, 38.984, 38.984, 38.984, 32.846, 31.35]",425.446
2691,"[41, 41, 41, 41, 38, 33.594, 33.594, 33.594, 33.594, 31.35]",425.467
2692,"[42, 41, 41, 41, 38, 34.18, 33.594, 33.594, 33.594, 31.35]",425.53
2693,"[43, 41, 41, 41, 38, 34.766, 33.594, 33.594, 33.594, 31.35]",425.578
2694,"[44, 41, 41, 41, 38, 35.352, 33.594, 33.594, 33.594, 31.35]",425.612
2695,"[45, 41, 41, 41, 38, 35.938, 33.594, 33.594, 33.594, 31.35]",425.634
2696,"[46, 41, 41, 41, 38, 36.524, 33.594, 33.594, 33.594, 31.35]",425.644
2697,"[47, 41, 41, 41, 38, 37.11, 33.594, 33.594, 33.594, 31.35]",425.644
2698,"[48, 41, 41, 41, 38, 37.696, 33.594, 33.594, 33.594, 31.35]",425.634
2699,"[49, 41, 41, 41, 38, 38.282, 33.594, 33.594, 33.594, 31.35]",425.616
2700,"[42, 42, 41, 41, 38, 34.222, 34.222, 33.594, 33.594, 31.35]",425.576
2701,"[43, 42, 41, 41, 38, 34.808, 34.222, 33.594, 33.594, 31.35]",425.624
2702,"[44, 42, 41, 41, 38, 35.394, 34.222, 33.594, 33.594, 31.35]",425.658
2703,"[45, 42, 41, 41, 38, 35.98, 34.222, 33.594, 33.594, 31.35]",425.68
2704,"[46, 42, 41, 41, 38, 36.566, 34.222, 33.594, 33.594, 31.35]",425.69
2705,"[47, 42, 41, 41, 38, 37.152, 34.222, 33.594, 33.594, 31.35]",425.69
2706,"[48, 42, 41, 41, 38, 37.738, 34.222, 33.594, 33.594, 31.35]",425.68
2707,"[49, 42, 41, 41, 38, 38.324, 34.222, 33.594, 33.594, 31.35]",425.662
2708,"[43, 43, 41, 41, 38, 34.85, 34.85, 33.594, 33.594, 31.35]",425.655
2709,"[44, 43, 41, 41, 38, 35.436, 34.85, 33.594, 33.594, 31.35]",425.689
2710,"[45, 43, 41, 41, 38, 36.022, 34.85, 33.594, 33.594, 31.35]",425.711
2711,"[46, 43, 41, 41, 38, 36.608, 34.85, 33.594, 33.594, 31.35]",425.721
2712,"[47, 43, 41, 41, 38, 37.194, 34.85, 33.594, 33.594, 31.35]",425.721
2713,"[48, 43, 41, 41, 38, 37.78, 34.85, 33.594, 33.594, 31.35]",425.712
2714,"[49, 43, 41, 41, 38, 38.366, 34.85, 33.594, 33.594, 31.35]",425.693
2715,"[44, 44, 41, 41, 38, 35.478, 35.478, 33.594, 33.594, 31.35]",425.707
2716,"[45, 44, 41, 41, 38, 36.064, 35.478, 33.594, 33.594, 31.35]",425.728
2717,"[46, 44, 41, 41, 38, 36.65, 35.478, 33.594, 33.594, 31.35]",425.739
2718,"[47, 44, 41, 41, 38, 37.236, 35.478, 33.594, 33.594, 31.35]",425.739
2719,"[48, 44, 41, 41, 38, 37.822, 35.478, 33.594, 33.594, 31.35]",425.729
2720,"[49, 44, 41, 41, 38, 38.408, 35.478, 33.594, 33.594, 31.35]",425.711
2721,"[45, 45, 41, 41, 38, 36.106, 36.106, 33.594, 33.594, 31.35]",425.734
2722,"[46, 45, 41, 41, 38, 36.692, 36.106, 33.594, 33.594, 31.35]",425.744
2723,"[47, 45, 41, 41, 38, 37.278, 36.106, 33.594, 33.594, 31.35]",425.744
2724,"[48, 45, 41, 41, 38, 37.864, 36.106, 33.594, 33.594, 31.35]",425.734
2725,"[49, 45, 41, 41, 38, 38.45, 36.106, 33.594, 33.594, 31.35]",425.716
2726,"[46, 46, 41, 41, 38, 36.734, 36.734, 33.594, 33.594, 31.35]",425.738
2727,"[47, 46, 41, 41, 38, 37.32, 36.734, 33.594, 33.594, 31.35]",425.737
2728,"[48, 46, 41, 41, 38, 37.906, 36.734, 33.594, 33.594, 31.35]",425.728
2729,"[49, 46, 41, 41, 38, 38.492, 36.734, 33.594, 33.594, 31.35]",425.709
2730,"[47, 47, 41, 41, 38, 37.362, 37.362, 33.594, 33.594, 31.35]",425.721
2731,"[48, 47, 41, 41, 38, 37.948, 37.362, 33.594, 33.594, 31.35]",425.711
2732,"[49, 47, 41, 41, 38, 38.534, 37.362, 33.594, 33.594, 31.35]",425.692
2733,"[48, 48, 41, 41, 38, 37.99, 37.99, 33.594, 33.594, 31.35]",425.684
2734,"[49, 48, 41, 41, 38, 38.576, 37.99, 33.594, 33.594, 31.35]",425.666
2735,"[49, 49, 41, 41, 38, 38.618, 38.618, 33.594, 33.594, 31.35]",425.631
2736,"[42, 42, 42, 41, 38, 34.276, 34.276, 34.276, 33.594, 31.35]",425.598
2737,"[43, 42, 42, 41, 38, 34.862, 34.276, 34.276, 33.594, 31.35]",425.646
2738,"[44, 42, 42, 41, 38, 35.448, 34.276, 34.276, 33.594, 31.35]",425.68
2739,"[45, 42, 42, 41, 38, 36.034, 34.276, 34.276, 33.594, 31.35]",425.702
2740,"[46, 42, 42, 41, 38, 36.62, 34.276, 34.276, 33.594, 31.35]",425.712
2741,"[47, 42, 42, 41, 38, 37.206, 34.276, 34.276, 33.594, 31.35]",425.712
2742,"[48, 42, 42, 41, 38, 37.792, 34.276, 34.276, 33.594, 31.35]",425.702
2743,"[49, 42, 42, 41, 38, 38.378, 34.276, 34.276, 33.594, 31.35]",425.684
2744,"[43, 43, 42, 41, 38, 34.904, 34.904, 34.276, 33.594, 31.35]",425.677
2745,"[44, 43, 42, 41, 38, 35.49, 34.904, 34.276, 33.594, 31.35]",425.711
2746,"[45, 43, 42, 41, 38, 36.076, 34.904, 34.276, 33.594, 31.35]",425.733
2747,"[46, 43, 42, 41, 38, 36.662, 34.904, 34.276, 33.594, 31.35]",425.743
2748,"[47, 43, 42, 41, 38, 37.248, 34.904, 34.276, 33.594, 31.35]",425.743
