episode,uav_id,total_utility,uav_utility_list,select_agent
1740,2,77.661,"[29.439,27.418,20.804]","[0,1,2]"
1740,3,11.398,"[1.747,3.682,5.969]","[0,1,2]"
1740,4,7.906,"[0.195,2.712,4.999]","[0,1,2]"
1750,0,87.777,"[25.405,31.707,30.665]","[0,1,2]"
1750,1,82.167,"[23.315,30.002,28.85]","[0,1,2]"
1750,2,72.047,"[19.635,26.782,25.63]","[0,1,2]"
1750,3,8.751,"[1.833,1.068,5.85]","[0,1,2]"
1750,4,5.55,"[0.572,0.098,4.88]","[0,1,2]"
1760,0,84.446,"[35.517,27.149,21.78]","[0,1,2]"
1760,1,78.836,"[33.262,25.664,19.91]","[0,1,2]"
1760,2,68.946,"[29.467,22.904,16.575]","[0,1,2]"
1760,3,5.65,"[1.775,1.146,2.729]","[0,1,2]"
1760,4,2.255,"[0.32,0.176,1.759]","[0,1,2]"
1770,0,82.566,"[25.041,30.868,26.658]","[0,1,2]"
1770,1,78.001,"[23.721,29.383,24.898]","[0,1,2]"
1770,2,69.836,"[21.306,26.738,21.793]","[0,1,2]"
1770,3,14.452,"[2.515,5.969,5.969]","[0,1,2]"
1770,4,11.348,"[1.351,4.999,4.999]","[0,1,2]"
1780,0,72.882,"[25.723,26.052,21.108]","[0,1,2]"
1780,1,67.162,"[23.358,24.567,19.238]","[0,1,2]"
1780,2,57.502,"[19.793,21.807,15.903]","[0,1,2]"
1780,3,4.096,"[1.991,1.038,1.068]","[0,1,2]"
1780,4,0.798,"[0.73,0.068,0.001]","[0,1,2]"
1790,0,79.482,"[33.115,27.14,19.226]","[0,1,2]"
1790,1,74.147,"[30.97,25.6,17.576]","[0,1,2]"
1790,2,64.717,"[27.06,22.84,14.816]","[0,1,2]"
1790,3,5.377,"[3.324,1.082,0.97]","[0,1,2]"
1790,4,1.497,"[1.384,0.112,0.0]","[0,1,2]"
1800,0,92.306,"[38.308,29.825,24.173]","[0,1,2]"
1800,1,86.861,"[35.888,28.395,22.578]","[0,1,2]"
1800,2,77.086,"[31.633,25.75,19.703]","[0,1,2]"
1800,3,13.79,"[1.963,5.97,5.857]","[0,1,2]"
1800,4,10.492,"[0.605,5.0,4.887]","[0,1,2]"
1810,0,80.913,"[28.892,27.391,24.631]","[0,1,2]"
1810,1,75.853,"[26.912,26.071,22.871]","[0,1,2]"
1810,2,67.113,"[23.577,23.771,19.766]","[0,1,2]"
1810,3,13.707,"[1.819,5.969,5.92]","[0,1,2]"
1810,4,10.409,"[0.461,4.999,4.95]","[0,1,2]"
1820,0,60.746,"[35.699,25.047]","[1,2]"
1820,1,57.281,"[33.994,23.287]","[1,2]"
1820,2,50.956,"[30.889,20.067]","[1,2]"
1820,3,10.407,"[6.164,4.243]","[1,2]"
1820,4,8.273,"[5.0,3.273]","[1,2]"
1830,0,85.428,"[34.331,29.825,21.271]","[0,1,2]"
1830,1,79.983,"[32.021,28.395,19.566]","[0,1,2]"
1830,2,70.093,"[27.881,25.75,16.461]","[0,1,2]"
1830,3,10.753,"[2.167,5.97,2.615]","[0,1,2]"
1830,4,7.261,"[0.615,5.0,1.645]","[0,1,2]"
1840,0,83.178,"[30.021,28.496,24.661]","[0,1,2]"
1840,1,77.953,"[27.931,27.176,22.846]","[0,1,2]"
1840,2,68.523,"[24.136,24.761,19.626]","[0,1,2]"
1840,3,11.161,"[1.389,5.97,3.802]","[0,1,2]"
1840,4,7.96,"[0.128,5.0,2.832]","[0,1,2]"
1850,0,87.892,"[34.567,31.04,22.285]","[0,1,2]"
1850,1,82.282,"[32.422,29.39,20.47]","[0,1,2]"
1850,2,72.162,"[28.742,26.285,17.135]","[0,1,2]"
1850,3,4.91,"[2.039,1.56,1.311]","[0,1,2]"
1850,4,1.224,"[0.778,0.105,0.341]","[0,1,2]"
1860,0,82.868,"[29.807,30.964,22.097]","[0,1,2]"
1860,1,77.753,"[27.827,29.479,20.447]","[0,1,2]"
1860,2,68.438,"[24.262,26.719,17.457]","[0,1,2]"
1860,3,10.087,"[2.504,5.95,1.633]","[0,1,2]"
1860,4,6.789,"[1.146,4.98,0.663]","[0,1,2]"
1870,0,88.293,"[41.661,23.708,22.924]","[0,1,2]"
1870,1,82.793,"[39.131,22.333,21.329]","[0,1,2]"
1870,2,72.673,"[34.531,19.803,18.339]","[0,1,2]"
1870,3,4.432,"[1.894,1.012,1.526]","[0,1,2]"
1870,4,0.94,"[0.342,0.042,0.556]","[0,1,2]"
1880,0,85.946,"[36.974,27.146,21.827]","[0,1,2]"
1880,1,80.116,"[34.444,25.606,20.067]","[0,1,2]"
1880,2,69.996,"[30.419,22.731,16.847]","[0,1,2]"
1880,3,5.711,"[2.727,0.973,2.012]","[0,1,2]"
1880,4,1.443,"[0.399,0.003,1.042]","[0,1,2]"
1890,0,92.846,"[35.033,29.71,28.103]","[0,1,2]"
1890,1,87.181,"[32.668,28.28,26.233]","[0,1,2]"
1890,2,77.061,"[28.528,25.75,22.783]","[0,1,2]"
1890,3,13.765,"[1.825,5.97,5.97]","[0,1,2]"
1890,4,10.467,"[0.467,5.0,5.0]","[0,1,2]"
1900,0,94.887,"[34.539,35.911,24.437]","[0,1,2]"
1900,1,88.892,"[31.899,34.206,22.787]","[0,1,2]"
1900,2,78.312,"[27.529,30.986,19.797]","[0,1,2]"
1900,3,14.027,"[1.815,6.261,5.951]","[0,1,2]"
1900,4,10.244,"[0.263,5.0,4.981]","[0,1,2]"
1910,0,90.364,"[37.45,33.229,19.685]","[0,1,2]"
1910,1,85.029,"[35.36,31.689,17.98]","[0,1,2]"
1910,2,75.254,"[31.565,28.814,14.875]","[0,1,2]"
1910,3,10.969,"[3.873,6.067,1.029]","[0,1,2]"
1910,4,7.38,"[2.321,5.0,0.059]","[0,1,2]"
1920,0,88.174,"[32.882,28.58,26.712]","[0,1,2]"
1920,1,82.729,"[30.572,27.26,24.897]","[0,1,2]"
1920,2,73.069,"[26.547,24.73,21.792]","[0,1,2]"
1920,3,13.729,"[1.822,5.939,5.968]","[0,1,2]"
1920,4,10.334,"[0.367,4.969,4.998]","[0,1,2]"
1930,0,88.526,"[26.115,37.785,24.626]","[0,1,2]"
1930,1,82.916,"[24.025,35.97,22.921]","[0,1,2]"
1930,2,73.026,"[20.69,32.52,19.816]","[0,1,2]"
1930,3,13.686,"[1.899,5.817,5.97]","[0,1,2]"
1930,4,9.903,"[0.541,4.362,5.0]","[0,1,2]"
1940,0,85.089,"[31.454,29.291,24.344]","[0,1,2]"
1940,1,79.864,"[29.364,27.696,22.804]","[0,1,2]"
1940,2,69.974,"[25.454,24.706,19.814]","[0,1,2]"
1940,3,9.645,"[2.707,0.97,5.968]","[0,1,2]"
1940,4,6.347,"[1.349,0.0,4.998]","[0,1,2]"
1950,0,87.982,"[28.744,33.229,26.01]","[0,1,2]"
1950,1,82.537,"[26.709,31.689,24.14]","[0,1,2]"
1950,2,72.992,"[23.374,28.814,20.805]","[0,1,2]"
1950,3,13.652,"[1.616,6.067,5.97]","[0,1,2]"
1950,4,10.354,"[0.355,5.0,5.0]","[0,1,2]"
1960,0,92.401,"[33.345,32.24,26.817]","[0,1,2]"
1960,1,87.066,"[31.365,30.7,25.002]","[0,1,2]"
1960,2,77.406,"[27.915,27.825,21.667]","[0,1,2]"
1960,3,14.11,"[2.201,6.067,5.843]","[0,1,2]"
1960,4,10.618,"[0.746,5.0,4.873]","[0,1,2]"
1970,0,82.624,"[26.981,30.961,24.681]","[0,1,2]"
1970,1,77.344,"[24.946,29.476,22.921]","[0,1,2]"
1970,2,67.684,"[21.151,26.716,19.816]","[0,1,2]"
1970,3,13.289,"[1.371,5.947,5.97]","[0,1,2]"
1970,4,10.185,"[0.207,4.977,5.0]","[0,1,2]"
1980,0,89.932,"[34.353,31.01,24.569]","[0,1,2]"
1980,1,84.102,"[31.878,29.305,22.919]","[0,1,2]"
1980,2,73.637,"[27.738,26.085,19.814]","[0,1,2]"
1980,3,9.352,"[2.024,1.36,5.968]","[0,1,2]"
1980,4,5.666,"[0.666,0.002,4.998]","[0,1,2]"
1990,0,95.64,"[41.37,29.71,24.561]","[0,1,2]"
1990,1,89.48,"[38.4,28.28,22.801]","[0,1,2]"
1990,2,78.67,"[33.11,25.75,19.811]","[0,1,2]"
1990,3,14.385,"[2.451,5.97,5.965]","[0,1,2]"
1990,4,10.99,"[0.996,5.0,4.995]","[0,1,2]"
2000,0,84.133,"[28.719,29.661,25.753]","[0,1,2]"
2000,1,78.633,"[26.684,28.011,23.938]","[0,1,2]"
2000,2,68.973,"[23.464,24.906,20.603]","[0,1,2]"
2000,3,8.644,"[1.706,1.17,5.768]","[0,1,2]"
2000,4,5.152,"[0.348,0.006,4.798]","[0,1,2]"
2010,0,76.648,"[23.608,26.801,26.239]","[0,1,2]"
2010,1,71.478,"[21.793,25.316,24.369]","[0,1,2]"
2010,2,61.933,"[18.573,22.556,20.804]","[0,1,2]"
2010,3,10.505,"[1.76,2.776,5.969]","[0,1,2]"
2010,4,7.304,"[0.499,1.806,4.999]","[0,1,2]"
2020,0,80.866,"[23.296,32.295,25.275]","[0,1,2]"
2020,1,75.421,"[21.041,30.7,23.68]","[0,1,2]"
2020,2,66.681,"[18.051,27.825,20.805]","[0,1,2]"
2020,3,14.264,"[2.227,6.067,5.97]","[0,1,2]"
2020,4,11.063,"[1.063,5.0,5.0]","[0,1,2]"
2030,0,60.698,"[33.359,27.339]","[0,2]"
2030,1,81.511,"[30.664,25.488,25.359]","[0,1,2]"
2030,2,70.356,"[25.834,22.728,21.794]","[0,1,2]"
2030,3,9.038,"[2.098,0.97,5.97]","[0,1,2]"
2030,4,5.546,"[0.546,0.0,5.0]","[0,1,2]"
2040,0,78.184,"[24.734,27.186,26.264]","[0,1,2]"
2040,1,73.069,"[22.754,25.646,24.669]","[0,1,2]"
2040,2,63.984,"[19.419,22.771,21.794]","[0,1,2]"
2040,3,8.6,"[1.617,1.013,5.97]","[0,1,2]"
2040,4,5.496,"[0.453,0.043,5.0]","[0,1,2]"
2050,0,81.045,"[30.917,24.655,25.473]","[0,1,2]"
2050,1,75.6,"[28.607,23.28,23.713]","[0,1,2]"
2050,2,65.595,"[24.122,20.75,20.723]","[0,1,2]"
2050,3,9.222,"[2.364,0.97,5.888]","[0,1,2]"
2050,4,5.827,"[0.909,0.0,4.918]","[0,1,2]"
2060,0,91.544,"[36.749,27.028,27.767]","[0,1,2]"
2060,1,85.659,"[34.274,25.488,25.897]","[0,1,2]"
2060,2,75.194,"[29.789,22.728,22.677]","[0,1,2]"
2060,3,8.931,"[2.097,0.97,5.864]","[0,1,2]"
2060,4,5.439,"[0.545,0.0,4.894]","[0,1,2]"
2070,0,81.724,"[25.804,33.861,22.059]","[0,1,2]"
2070,1,76.279,"[23.879,32.266,20.134]","[0,1,2]"
2070,2,66.734,"[20.659,29.276,16.799]","[0,1,2]"
2070,3,8.383,"[1.868,5.54,0.975]","[0,1,2]"
2070,4,4.794,"[0.413,4.376,0.005]","[0,1,2]"
2080,0,88.459,"[33.915,29.811,24.733]","[0,1,2]"
2080,1,83.069,"[31.66,28.381,23.028]","[0,1,2]"
2080,2,73.869,"[27.98,25.736,20.153]","[0,1,2]"
2080,3,14.529,"[3.255,5.956,5.318]","[0,1,2]"
2080,4,11.037,"[1.703,4.986,4.348]","[0,1,2]"
2090,0,84.395,"[25.995,34.291,24.11]","[0,1,2]"
2090,1,79.445,"[24.18,32.696,22.57]","[0,1,2]"
2090,2,70.705,"[21.305,29.706,19.695]","[0,1,2]"
2090,3,14.332,"[2.514,5.97,5.849]","[0,1,2]"
2090,4,11.034,"[1.156,5.0,4.879]","[0,1,2]"
2100,0,89.389,"[37.858,28.35,23.181]","[0,1,2]"
2100,1,84.109,"[35.713,26.81,21.586]","[0,1,2]"
2100,2,74.449,"[31.688,23.935,18.826]","[0,1,2]"
2100,3,11.153,"[3.996,1.188,5.969]","[0,1,2]"
2100,4,7.564,"[2.347,0.218,4.999]","[0,1,2]"
2110,0,101.745,"[42.554,35.959,23.233]","[0,1,2]"
2110,1,95.475,"[39.694,34.199,21.583]","[0,1,2]"
2110,2,84.55,"[34.749,30.979,18.823]","[0,1,2]"
2110,3,13.342,"[2.112,5.265,5.966]","[0,1,2]"
2110,4,9.559,"[0.754,3.81,4.996]","[0,1,2]"
2120,0,86.091,"[36.9,27.125,22.066]","[0,1,2]"
2120,1,80.371,"[34.37,25.585,20.416]","[0,1,2]"
2120,2,70.251,"[29.885,22.825,17.541]","[0,1,2]"
2120,3,5.966,"[2.193,1.067,2.706]","[0,1,2]"
2120,4,2.474,"[0.738,0.0,1.736]","[0,1,2]"
2130,0,87.915,"[34.544,33.302,20.069]","[0,1,2]"
2130,1,82.195,"[32.289,31.707,18.199]","[0,1,2]"
2130,2,71.845,"[28.264,28.717,14.864]","[0,1,2]"
2130,3,8.549,"[1.561,5.97,1.018]","[0,1,2]"
2130,4,5.251,"[0.203,5.0,0.048]","[0,1,2]"
2140,0,77.681,"[27.41,24.83,25.441]","[0,1,2]"
2140,1,72.181,"[25.375,23.4,23.406]","[0,1,2]"
2140,2,62.636,"[22.04,20.755,19.841]","[0,1,2]"
2140,3,7.252,"[3.249,0.975,3.028]","[0,1,2]"
2140,4,4.051,"[1.988,0.005,2.058]","[0,1,2]"
2150,0,79.798,"[24.023,32.565,23.21]","[0,1,2]"
2150,1,74.793,"[22.373,31.025,21.395]","[0,1,2]"
2150,2,66.168,"[19.613,28.15,18.405]","[0,1,2]"
2150,3,10.784,"[1.811,5.403,3.57]","[0,1,2]"
2150,4,7.292,"[0.356,4.336,2.6]","[0,1,2]"
2160,0,73.677,"[23.744,29.026,20.907]","[0,1,2]"
2160,1,68.727,"[22.204,27.431,19.092]","[0,1,2]"
2160,2,60.102,"[19.789,24.441,15.872]","[0,1,2]"
2160,3,5.707,"[2.976,1.694,1.037]","[0,1,2]"
2160,4,2.7,"[1.909,0.724,0.067]","[0,1,2]"
2170,0,86.502,"[28.906,33.271,24.324]","[0,1,2]"
2170,1,81.112,"[26.926,31.511,22.674]","[0,1,2]"
2170,2,71.222,"[23.476,28.061,19.684]","[0,1,2]"
2170,3,7.926,"[1.718,1.358,4.849]","[0,1,2]"
2170,4,4.24,"[0.36,0.0,3.879]","[0,1,2]"
2180,0,83.898,"[32.388,27.297,24.213]","[0,1,2]"
2180,1,78.123,"[30.023,25.757,22.343]","[0,1,2]"
2180,2,67.428,"[25.538,22.882,19.008]","[0,1,2]"
2180,3,5.121,"[1.802,1.124,2.195]","[0,1,2]"
2180,4,1.629,"[0.347,0.057,1.225]","[0,1,2]"
2190,0,83.522,"[31.326,27.098,25.098]","[0,1,2]"
2190,1,78.187,"[29.126,25.778,23.283]","[0,1,2]"
2190,2,68.987,"[25.446,23.363,20.178]","[0,1,2]"
2190,3,12.614,"[1.71,5.561,5.343]","[0,1,2]"
2190,4,9.122,"[0.158,4.591,4.373]","[0,1,2]"
2200,0,84.587,"[26.509,31.08,26.999]","[0,1,2]"
2200,1,79.087,"[24.364,29.595,25.129]","[0,1,2]"
2200,2,69.197,"[20.569,26.835,21.794]","[0,1,2]"
2200,3,13.813,"[1.778,6.066,5.97]","[0,1,2]"
2200,4,10.515,"[0.517,4.999,5.0]","[0,1,2]"
2210,0,87.767,"[27.381,34.902,25.484]","[0,1,2]"
2210,1,82.267,"[25.346,33.197,23.724]","[0,1,2]"
2210,2,72.377,"[21.781,29.977,20.619]","[0,1,2]"
2210,3,13.037,"[2.001,5.252,5.784]","[0,1,2]"
2210,4,9.448,"[0.643,3.991,4.814]","[0,1,2]"
2220,0,100.656,"[42.816,32.095,25.745]","[0,1,2]"
2220,1,95.101,"[40.341,30.445,24.315]","[0,1,2]"
2220,2,84.751,"[35.626,27.34,21.785]","[0,1,2]"
2220,3,13.543,"[3.978,3.604,5.961]","[0,1,2]"
2220,4,9.857,"[2.426,2.44,4.991]","[0,1,2]"
2230,0,94.874,"[36.583,32.24,26.051]","[0,1,2]"
2230,1,88.934,"[34.108,30.7,24.126]","[0,1,2]"
2230,2,78.239,"[29.738,27.825,20.676]","[0,1,2]"
2230,3,16.921,"[5.013,6.067,5.841]","[0,1,2]"
2230,4,13.332,"[3.461,5.0,4.871]","[0,1,2]"
2240,0,81.495,"[31.225,31.314,18.957]","[0,1,2]"
2240,1,75.94,"[28.64,29.829,17.472]","[0,1,2]"
2240,2,66.05,"[24.155,27.069,14.827]","[0,1,2]"
2240,3,7.699,"[1.408,5.311,0.981]","[0,1,2]"
2240,4,4.401,"[0.05,4.341,0.011]","[0,1,2]"
2250,0,82.974,"[26.205,30.984,25.785]","[0,1,2]"
2250,1,77.584,"[24.06,29.499,24.025]","[0,1,2]"
2250,2,68.039,"[20.495,26.739,20.805]","[0,1,2]"
2250,3,13.644,"[1.704,5.97,5.97]","[0,1,2]"
2250,4,10.54,"[0.54,5.0,5.0]","[0,1,2]"
2260,0,90.47,"[35.481,28.449,26.539]","[0,1,2]"
2260,1,84.42,"[32.731,26.909,24.779]","[0,1,2]"
2260,2,74.07,"[28.246,24.034,21.789]","[0,1,2]"
2260,3,8.796,"[1.543,1.287,5.965]","[0,1,2]"
2260,4,5.401,"[0.379,0.026,4.995]","[0,1,2]"
2270,0,85.467,"[33.722,30.618,21.127]","[0,1,2]"
2270,1,79.582,"[31.192,29.078,19.312]","[0,1,2]"
2270,2,69.462,"[27.167,26.203,16.092]","[0,1,2]"
2270,3,7.155,"[2.442,3.456,1.257]","[0,1,2]"
2270,4,3.76,"[0.987,2.486,0.287]","[0,1,2]"
2280,0,89.469,"[31.459,33.302,24.708]","[0,1,2]"
2280,1,83.914,"[29.314,31.707,22.893]","[0,1,2]"
2280,2,74.024,"[25.519,28.717,19.788]","[0,1,2]"
2280,3,13.695,"[1.783,5.97,5.942]","[0,1,2]"
2280,4,10.203,"[0.231,5.0,4.972]","[0,1,2]"
2290,0,91.992,"[34.945,30.977,26.07]","[0,1,2]"
2290,1,86.052,"[32.305,29.492,24.255]","[0,1,2]"
2290,2,75.127,"[27.59,26.732,20.805]","[0,1,2]"
2290,3,13.809,"[1.876,5.963,5.97]","[0,1,2]"
2290,4,10.414,"[0.421,4.993,5.0]","[0,1,2]"
2300,0,83.529,"[31.69,27.157,24.681]","[0,1,2]"
2300,1,78.139,"[29.6,25.617,22.921]","[0,1,2]"
2300,2,68.479,"[25.92,22.742,19.816]","[0,1,2]"
2300,3,9.139,"[2.184,0.984,5.97]","[0,1,2]"
2300,4,5.841,"[0.826,0.014,5.0]","[0,1,2]"
2310,0,81.968,"[27.817,26.973,27.179]","[0,1,2]"
2310,1,76.578,"[25.672,25.488,25.419]","[0,1,2]"
2310,2,66.688,"[21.877,22.728,22.084]","[0,1,2]"
2310,3,10.315,"[3.086,0.97,6.26]","[0,1,2]"
2310,4,6.629,"[1.631,0.0,4.999]","[0,1,2]"
2320,0,86.169,"[33.535,34.336,18.297]","[0,1,2]"
2320,1,80.559,"[31.17,32.686,16.702]","[0,1,2]"
2320,2,70.669,"[27.145,29.696,13.827]","[0,1,2]"
2320,3,9.351,"[2.42,5.96,0.97]","[0,1,2]"
2320,4,5.568,"[0.577,4.99,0.0]","[0,1,2]"
2330,0,94.85,"[40.487,32.139,22.224]","[0,1,2]"
2330,1,88.525,"[37.682,30.599,20.244]","[0,1,2]"
2330,2,77.025,"[32.507,27.724,16.794]","[0,1,2]"
2330,3,8.784,"[1.848,5.966,0.97]","[0,1,2]"
2330,4,5.486,"[0.49,4.996,0.0]","[0,1,2]"
2340,0,87.479,"[31.009,33.141,23.329]","[0,1,2]"
2340,1,81.759,"[28.864,31.546,21.349]","[0,1,2]"
2340,2,71.639,"[25.299,28.556,17.784]","[0,1,2]"
2340,3,7.354,"[1.563,4.82,0.971]","[0,1,2]"
2340,4,4.056,"[0.205,3.85,0.001]","[0,1,2]"
2350,0,90.964,"[36.879,26.989,27.096]","[0,1,2]"
2350,1,85.574,"[34.789,25.559,25.226]","[0,1,2]"
2350,2,75.799,"[30.994,22.914,21.891]","[0,1,2]"
2350,3,10.525,"[2.313,2.145,6.067]","[0,1,2]"
2350,4,7.033,"[0.858,1.175,5.0]","[0,1,2]"
2360,0,87.799,"[36.879,26.973,23.946]","[0,1,2]"
2360,1,82.079,"[34.129,25.488,22.461]","[0,1,2]"
2360,2,71.959,"[29.414,22.728,19.816]","[0,1,2]"
2360,3,9.652,"[2.711,0.97,5.97]","[0,1,2]"
2360,4,6.063,"[1.062,0.0,5.0]","[0,1,2]"
2370,0,85.695,"[34.54,24.825,26.33]","[0,1,2]"
2370,1,80.085,"[32.34,23.395,24.35]","[0,1,2]"
2370,2,69.965,"[28.43,20.75,20.785]","[0,1,2]"
2370,3,9.636,"[2.716,0.97,5.95]","[0,1,2]"
2370,4,5.756,"[0.776,0.0,4.98]","[0,1,2]"
2380,0,83.206,"[31.101,25.984,26.121]","[0,1,2]"
2380,1,77.706,"[28.956,24.499,24.251]","[0,1,2]"
2380,2,67.816,"[25.276,21.739,20.801]","[0,1,2]"
2380,3,8.476,"[1.54,0.97,5.966]","[0,1,2]"
2380,4,5.178,"[0.182,0.0,4.996]","[0,1,2]"
2390,0,78.462,"[26.645,27.531,24.286]","[0,1,2]"
2390,1,73.732,"[25.05,25.991,22.691]","[0,1,2]"
2390,2,65.337,"[22.405,23.116,19.816]","[0,1,2]"
2390,3,9.953,"[2.625,1.358,5.97]","[0,1,2]"
2390,4,6.364,"[1.364,0.0,5.0]","[0,1,2]"
2400,0,91.328,"[35.683,30.964,24.681]","[0,1,2]"
2400,1,85.663,"[33.263,29.479,22.921]","[0,1,2]"
2400,2,75.888,"[29.353,26.719,19.816]","[0,1,2]"
2400,3,14.57,"[2.65,5.95,5.97]","[0,1,2]"
2400,4,11.369,"[1.486,4.883,5.0]","[0,1,2]"
2410,0,86.953,"[27.479,31.06,28.415]","[0,1,2]"
2410,1,81.618,"[25.719,29.575,26.325]","[0,1,2]"
2410,2,72.073,"[22.499,26.815,22.76]","[0,1,2]"
2410,3,12.733,"[1.73,5.057,5.947]","[0,1,2]"
2410,4,9.629,"[0.566,4.087,4.977]","[0,1,2]"
2420,0,88.768,"[31.131,29.648,27.988]","[0,1,2]"
2420,1,83.103,"[28.711,28.273,26.118]","[0,1,2]"
2420,2,73.098,"[24.571,25.743,22.783]","[0,1,2]"
2420,3,14.747,"[2.813,5.963,5.97]","[0,1,2]"
2420,4,11.643,"[1.649,4.993,5.0]","[0,1,2]"
2430,0,85.409,"[26.835,32.79,25.785]","[0,1,2]"
2430,1,79.964,"[24.745,31.195,24.025]","[0,1,2]"
2430,2,70.304,"[21.295,28.205,20.805]","[0,1,2]"
2430,3,12.942,"[1.515,5.458,5.97]","[0,1,2]"
2430,4,9.644,"[0.157,4.488,5.0]","[0,1,2]"
2440,0,93.171,"[41.069,29.805,22.297]","[0,1,2]"
2440,1,86.846,"[37.989,28.375,20.482]","[0,1,2]"
2440,2,76.036,"[33.159,25.73,17.147]","[0,1,2]"
2440,3,9.773,"[1.511,5.95,2.312]","[0,1,2]"
2440,4,6.475,"[0.25,4.883,1.342]","[0,1,2]"
2450,0,77.124,"[29.286,29.65,18.188]","[0,1,2]"
2450,1,71.954,"[27.086,28.275,16.593]","[0,1,2]"
2450,2,62.754,"[23.176,25.745,13.833]","[0,1,2]"
2450,3,11.326,"[4.385,5.965,0.976]","[0,1,2]"
2450,4,8.125,"[3.124,4.995,0.006]","[0,1,2]"
2460,0,92.242,"[28.228,38.174,25.84]","[0,1,2]"
2460,1,86.852,"[26.413,36.414,24.025]","[0,1,2]"
2460,2,77.077,"[23.308,32.964,20.805]","[0,1,2]"
2460,3,14.77,"[2.539,6.261,5.97]","[0,1,2]"
2460,4,11.375,"[1.375,5.0,5.0]","[0,1,2]"
2470,0,88.288,"[37.124,25.984,25.179]","[0,1,2]"
2470,1,82.788,"[34.869,24.499,23.419]","[0,1,2]"
2470,2,73.013,"[30.959,21.739,20.314]","[0,1,2]"
2470,3,7.739,"[1.289,0.97,5.479]","[0,1,2]"
2470,4,4.635,"[0.125,0.0,4.509]","[0,1,2]"
2480,0,82.388,"[32.008,24.655,25.725]","[0,1,2]"
2480,1,76.668,"[29.478,23.28,23.91]","[0,1,2]"
2480,2,66.318,"[24.763,20.75,20.805]","[0,1,2]"
2480,3,8.956,"[2.016,0.97,5.97]","[0,1,2]"
2480,4,5.561,"[0.561,0.0,5.0]","[0,1,2]"
2490,0,86.747,"[32.757,29.82,24.17]","[0,1,2]"
2490,1,81.577,"[30.612,28.39,22.575]","[0,1,2]"
2490,2,72.262,"[26.702,25.745,19.815]","[0,1,2]"
2490,3,13.911,"[1.977,5.965,5.969]","[0,1,2]"
2490,4,10.71,"[0.716,4.995,4.999]","[0,1,2]"
2500,0,85.209,"[33.095,30.952,21.162]","[0,1,2]"
2500,1,79.599,"[30.675,29.357,19.567]","[0,1,2]"
2500,2,69.594,"[26.535,26.482,16.577]","[0,1,2]"
2500,3,8.276,"[1.81,3.735,2.731]","[0,1,2]"
2500,4,5.075,"[0.549,2.765,1.761]","[0,1,2]"
2510,0,84.365,"[28.303,32.088,23.974]","[0,1,2]"
2510,1,78.975,"[26.323,30.548,22.104]","[0,1,2]"
2510,2,69.545,"[22.988,27.673,18.884]","[0,1,2]"
2510,3,13.172,"[2.219,5.915,5.038]","[0,1,2]"
2510,4,9.777,"[0.764,4.945,4.068]","[0,1,2]"
2520,0,79.609,"[29.577,25.815,24.217]","[0,1,2]"
2520,1,74.384,"[27.487,24.385,22.512]","[0,1,2]"
2520,2,65.414,"[23.922,21.74,19.752]","[0,1,2]"
2520,3,11.019,"[4.142,0.971,5.906]","[0,1,2]"
2520,4,7.818,"[2.881,0.001,4.936]","[0,1,2]"
2530,0,80.194,"[28.338,25.966,25.89]","[0,1,2]"
2530,1,74.914,"[26.413,24.481,24.02]","[0,1,2]"
2530,2,65.829,"[23.308,21.836,20.685]","[0,1,2]"
2530,3,8.467,"[1.55,1.067,5.85]","[0,1,2]"
2530,4,5.169,"[0.289,0.0,4.88]","[0,1,2]"
2540,0,81.459,"[29.684,26.979,24.796]","[0,1,2]"
2540,1,76.014,"[27.484,25.494,23.036]","[0,1,2]"
2540,2,66.469,"[23.919,22.734,19.816]","[0,1,2]"
2540,3,9.107,"[2.161,0.976,5.97]","[0,1,2]"
2540,4,5.615,"[0.609,0.006,5.0]","[0,1,2]"
2550,0,71.993,"[24.929,26.983,20.081]","[0,1,2]"
2550,1,66.878,"[23.224,25.498,18.156]","[0,1,2]"
2550,2,58.138,"[20.579,22.738,14.821]","[0,1,2]"
2550,3,3.743,"[1.788,0.98,0.975]","[0,1,2]"
2550,4,0.251,"[0.236,0.01,0.005]","[0,1,2]"
2560,0,81.012,"[32.72,23.721,24.571]","[0,1,2]"
2560,1,75.842,"[30.63,22.291,22.921]","[0,1,2]"
2560,2,66.412,"[26.835,19.761,19.816]","[0,1,2]"
2560,3,9.05,"[2.11,0.97,5.97]","[0,1,2]"
2560,4,5.849,"[0.849,0.0,5.0]","[0,1,2]"
2570,0,99.174,"[40.044,34.098,25.032]","[0,1,2]"
2570,1,92.464,"[37.239,32.283,22.942]","[0,1,2]"
2570,2,80.044,"[31.949,28.833,19.262]","[0,1,2]"
2570,3,5.869,"[3.268,1.141,1.46]","[0,1,2]"
2570,4,2.28,"[2.104,0.171,0.005]","[0,1,2]"
2580,0,86.12,"[32.304,29.305,24.511]","[0,1,2]"
2580,1,80.73,"[30.214,27.71,22.806]","[0,1,2]"
2580,2,71.07,"[26.534,24.72,19.816]","[0,1,2]"
2580,3,10.741,"[3.787,0.984,5.97]","[0,1,2]"
2580,4,7.637,"[2.623,0.014,5.0]","[0,1,2]"
2590,0,72.917,"[24.7,25.97,22.247]","[0,1,2]"
